Booking_id,booking_Date,Customer_id,age,Sex,Martial_status,Family_members,Infants,Occupation,State,City,Departure_date,Previous_trip_history,Trip_type,Purpose_of_Trip,Mode_of_transport,Payment_method,Total_spend_per_customer,Satisfaction_score,Destination_Place,Hotel_name,Hotel_rating,Days_of_stay,No._of_places_visited,Cab_services,Booking_channel,Meal_preference
1862,22-07-2022,630619,31,Female,Married,6,0,Finance,Andhra Pradesh,Proddatur,19-08-2022,No,One_way,Religious,Ship,Credit_card,146955,7,Amritsar, Mayfair Darjeeling             ,7,3,4,Yes,Mobile Apps,Yes
1368,03-07-2021,856377,81,Female,Married,3,0,Finance,Andhra Pradesh,Anantapur,31-07-2021,No,One_way,Religious,Aeroplane,Debit_card,97092,10,Amritsar, Suryagarh                      ,6,3,3,No,Travel Agents,Yes
1476,30-03-2021,626371,36,Male,Married,4,0,Students,Andhra Pradesh,Adoni,27-04-2021,Yes,Multi_city,Adventure,Aeroplane,Debit_card,91761,6,Cochin, Lake Palace Resort             ,8,2,1,No,Hotel Websites,Yes
1126,16-07-2022,633106,54,Female,Married,4,1,Students,Andhra Pradesh,Tuni,13-08-2022,No,Round_trip,Education,Aeroplane,Debit_card,89242,8,Mysore, The Himalayan                  ,7,2,2,Yes,Mobile Apps,No
1552,30-05-2023,611525,75,Female,Married,6,1,Arts,Andhra Pradesh,Jaggayyapeta,27-06-2023,No,One_way,Adventure,Ship,Cash,95759,8,Agra, Palais de Mahe                 ,10,2,4,No,Travel Agents,Yes
1226,21-08-2021,860735,81,Male,Married,4,0,Arts,Andhra Pradesh,Dharmavaram,18-09-2021,Yes,Round_trip,Adventure,Aeroplane,Debit_card,125966,6,Mahabalipuram, The Grand Dragon Ladakh        ,8,2,1,Yes,Online Travel Agencies,Yes
1811,01-08-2020,814856,29,Male,Married,5,0,IT,Andhra Pradesh,Eluru,29-08-2020,Yes,One_way,Business,Ship,Cash,86735,6,Shimla, Ananda in the Himalayas        ,10,3,3,No,Travel Agents,Yes
2497,25-02-2023,610760,29,Female,Married,2,1,Finance,Andhra Pradesh,Jaggayyapeta,25-03-2023,No,Round_trip,Religious,Ship,Cash,125669,9,Amritsar, Acron Waterfront Resort        ,8,4,2,No,Hotel Websites,Yes
1092,30-09-2021,793486,53,Female,Married,3,1,Students,Andhra Pradesh,Tenkasi,28-10-2021,No,Multi_city,Adventure,Aeroplane,Credit_card,136790,7,Cochin, Rambagh Palace                 ,8,1,4,Yes,Hotel Websites,Yes
1553,11-03-2022,735158,75,Female,Married,5,0,Arts,Andhra Pradesh,Proddatur,08-04-2022,Yes,Multi_city,Education,Bus,Cash,84881,6,Mysore, The Oberoi Udaivilas           ,10,2,2,Yes,Online Travel Agencies,No
2124,14-04-2022,686369,50,Female,Married,5,1,Government-sector,Andhra Pradesh,Bapatla,12-05-2022,Yes,Round_trip,Business,Bus,Cash,118416,6,Srinagar, The Oberoi Amarvilas           ,7,1,3,No,Online Travel Agencies,Yes
2593,22-11-2022,813369,84,Female,Married,5,0,Finance,Andhra Pradesh,Kadapa,20-12-2022,Yes,Multi_city,Leisure,Bus,Debit_card,79088,7,Varanasi, Taj Nadesar Palace             ,8,2,2,No,Online Travel Agencies,Yes
2624,10-11-2021,617776,76,Male,Married,1,1,Students,Andhra Pradesh,Ongole,08-12-2021,Yes,Multi_city,Education,Aeroplane,Debit_card,148826,6,Cochin, Windermere Estate              ,6,2,2,No,Travel Agents,No
1098,11-10-2022,897921,69,Female,Married,3,0,Arts,Andhra Pradesh,Sullurpeta,08-11-2022,Yes,One_way,Adventure,Ship,Debit_card,79144,6,Mahabalipuram, Savoy - IHCL SeleQtions        ,9,2,1,No,Travel Agents,Yes
2161,23-12-2021,877983,52,Male,Married,5,1,Finance,Andhra Pradesh,Jaggayyapeta,20-01-2022,Yes,Round_trip,Religious,Ship,Cash,138587,8,Madurai, Mayfair Darjeeling             ,7,2,3,Yes,Mobile Apps,Yes
2163,11-01-2021,632550,27,Male,Married,2,1,Arts,Andhra Pradesh,Nuzvid,08-02-2021,No,One_way,Education,Bus,Credit_card,76463,9,Mahabalipuram, Suryagarh                      ,9,3,4,No,Travel Agents,No
2373,02-11-2022,853574,66,Female,Married,2,1,Arts,Andhra Pradesh,Peddapuram,30-11-2022,No,One_way,Adventure,Ship,Debit_card,96067,7,Agra, Lake Palace Resort             ,8,2,3,Yes,Online Travel Agencies,Yes
2685,17-05-2021,842515,47,Female,Married,1,1,Students,Andhra Pradesh,Tadipatri,14-06-2021,Yes,Multi_city,Adventure,Bus,Credit_card,134377,8,Cochin, The Himalayan                  ,8,2,1,Yes,Online Travel Agencies,No
1492,22-10-2021,635293,58,Female,Married,2,0,Finance,Andhra Pradesh,Sullurpeta,19-11-2021,Yes,One_way,Religious,Bus,Cash,128709,6,Madurai, Palais de Mahe                 ,9,4,2,Yes,Travel Agents,No
2547,23-02-2021,725292,67,Male,Married,5,0,Students,Andhra Pradesh,Narasaraopet,23-03-2021,No,Multi_city,Education,Ship,Credit_card,149839,9,Kanyakumari, The Grand Dragon Ladakh        ,8,4,3,Yes,Travel Agents,Yes
1348,05-08-2020,861149,82,Female,Married,2,1,Arts,Andhra Pradesh,Hindupur,02-09-2020,Yes,Round_trip,Education,Ship,Debit_card,98321,10,Agra, Ananda in the Himalayas        ,10,4,1,Yes,Online Travel Agencies,Yes
2429,19-02-2023,881394,61,Female,Married,3,1,Finance,Andhra Pradesh,Renigunta,19-03-2023,Yes,One_way,Religious,Aeroplane,Cash,87760,9,Amritsar, Acron Waterfront Resort        ,7,4,2,Yes,Hotel Websites,Yes
2314,06-08-2022,627680,53,Male,Married,2,1,Finance,Andhra Pradesh,Eluru,03-09-2022,Yes,Multi_city,Leisure,Aeroplane,Debit_card,126871,9,Amritsar, Rambagh Palace                 ,7,1,2,Yes,Travel Agents,Yes
1445,09-12-2021,637976,75,Male,Married,6,1,Arts,Andhra Pradesh,Bhimavaram,06-01-2022,No,Round_trip,Adventure,Aeroplane,Debit_card,146239,7,Agra, The Oberoi Udaivilas           ,8,2,3,No,Travel Agents,No
1979,05-05-2021,682944,53,Female,Married,2,0,Students,Andhra Pradesh,Adoni,02-06-2021,Yes,Multi_city,Education,Aeroplane,Cash,102483,10,Cochin, The Oberoi Amarvilas           ,8,3,3,No,Hotel Websites,Yes
1110,24-04-2021,756001,39,Female,Married,2,0,Government-sector,Andhra Pradesh,Yemmiganur,22-05-2021,No,One_way,Business,Aeroplane,Cash,139875,8,Varanasi, Taj Nadesar Palace             ,6,2,4,Yes,Meta-Search Engines,Yes
2140,12-08-2021,623799,50,Male,Married,6,0,IT,Andhra Pradesh,Kavali,09-09-2021,Yes,Multi_city,Adventure,Bus,Credit_card,135244,9,Shimla, Windermere Estate              ,9,3,2,Yes,Online Travel Agencies,Yes
1000,09-06-2020,794636,43,Female,Married,1,0,Arts,Andhra Pradesh,Amalapuram,07-07-2020,No,One_way,Education,Aeroplane,Cash,89227,8,Mahabalipuram, Savoy - IHCL SeleQtions        ,8,1,2,No,Meta-Search Engines,Yes
2089,13-10-2020,826243,33,Male,Married,5,0,IT,Andhra Pradesh,Sullurpeta,10-11-2020,No,Round_trip,Adventure,Ship,Credit_card,101834,7,Goa, Mayfair Darjeeling             ,6,1,1,No,Online Travel Agencies,No
1417,09-04-2022,681991,36,Female,Married,3,0,Finance,Andhra Pradesh,Kovvur,07-05-2022,Yes,Multi_city,Business,Aeroplane,Debit_card,77317,8,Madurai, Suryagarh                      ,6,3,2,No,Mobile Apps,Yes
1499,26-10-2021,827950,60,Female,Married,1,1,Students,Andhra Pradesh,Rajahmundry,23-11-2021,No,Multi_city,Education,Ship,Credit_card,146316,10,Kanyakumari, Lake Palace Resort             ,9,2,3,Yes,Meta-Search Engines,No
1776,05-10-2020,832277,45,Male,Married,1,0,Finance,Andhra Pradesh,Nuzvid,02-11-2020,No,Round_trip,Religious,Aeroplane,Credit_card,110042,9,Varanasi, The Himalayan                  ,7,3,4,No,Mobile Apps,Yes
2515,13-06-2021,725297,72,Female,Married,2,0,Students,Andhra Pradesh,Gudur,11-07-2021,Yes,Round_trip,Adventure,Bus,Cash,134319,6,Kanyakumari, Palais de Mahe                 ,8,3,2,Yes,Meta-Search Engines,No
2662,16-06-2022,756168,85,Female,Married,2,0,Finance,Andhra Pradesh,Adoni,14-07-2022,Yes,One_way,Leisure,Bus,Credit_card,99071,6,Madurai, The Grand Dragon Ladakh        ,10,4,2,No,Hotel Websites,Yes
2320,04-04-2022,816270,27,Female,Married,2,1,Finance,Andhra Pradesh,Anantapur,02-05-2022,Yes,One_way,Business,Bus,Cash,99714,7,Madurai, Ananda in the Himalayas        ,10,4,4,Yes,Meta-Search Engines,No
2264,21-02-2023,881897,36,Female,Married,1,1,Students,Andhra Pradesh,Chirala,21-03-2023,No,Round_trip,Education,Ship,Credit_card,112774,7,Kanyakumari, Acron Waterfront Resort        ,10,3,2,No,Mobile Apps,No
2314,28-01-2021,872233,68,Female,Married,2,1,Government-sector,Andhra Pradesh,Tenkasi,25-02-2021,Yes,One_way,Business,Bus,Debit_card,93216,9,Amritsar, Rambagh Palace                 ,8,3,4,No,Travel Agents,Yes
1668,15-03-2022,689161,27,Male,Married,1,1,IT,Andhra Pradesh,Madanapalle,12-04-2022,No,Round_trip,Business,Aeroplane,Debit_card,87076,6,Goa, The Oberoi Udaivilas           ,6,3,1,No,Hotel Websites,Yes
1305,05-05-2020,800784,51,Female,Married,5,0,Finance,Andhra Pradesh,Visakhapatnam,02-06-2020,Yes,One_way,Leisure,Aeroplane,Credit_card,122015,7,Madurai, The Oberoi Amarvilas           ,9,4,1,No,Mobile Apps,Yes
1596,11-01-2023,815254,71,Female,Married,3,1,Finance,Andhra Pradesh,Renigunta,08-02-2023,No,Multi_city,Business,Aeroplane,Cash,121439,9,Madurai, Taj Nadesar Palace             ,8,4,2,Yes,Online Travel Agencies,No
1738,20-07-2021,786258,69,Female,Married,1,0,IT,Andhra Pradesh,Nandyal,17-08-2021,No,Round_trip,Business,Aeroplane,Debit_card,139203,9,Shimla, Windermere Estate              ,8,3,2,No,Mobile Apps,Yes
1265,11-03-2021,772264,47,Male,Married,6,1,IT,Andhra Pradesh,Machilipatnam,08-04-2021,No,One_way,Adventure,Bus,Credit_card,85230,6,Shimla, Savoy - IHCL SeleQtions        ,7,4,3,Yes,Hotel Websites,No
1763,25-07-2021,873517,75,Female,Married,1,0,Government-sector,Andhra Pradesh,Yemmiganur,22-08-2021,Yes,Round_trip,Business,Aeroplane,Credit_card,122338,10,Srinagar, Mayfair Darjeeling             ,7,2,3,Yes,Travel Agents,No
2575,13-04-2023,844960,69,Female,Married,5,1,Government-sector,Andhra Pradesh,Bapatla,11-05-2023,Yes,Multi_city,Business,Bus,Credit_card,133391,8,Amritsar, Suryagarh                      ,10,2,1,No,Online Travel Agencies,No
1416,25-07-2022,663645,47,Male,Married,4,1,Students,Andhra Pradesh,Rayachoti,22-08-2022,Yes,Multi_city,Adventure,Ship,Credit_card,89340,6,Kanyakumari, Lake Palace Resort             ,6,2,2,Yes,Meta-Search Engines,No
1216,01-09-2022,869197,53,Male,Married,1,1,Government-sector,Andhra Pradesh,Vijayawada,29-09-2022,No,One_way,Leisure,Aeroplane,Cash,111372,6,Amritsar, The Himalayan                  ,8,4,2,No,Hotel Websites,Yes
2869,09-08-2020,824433,48,Female,Married,4,1,Arts,Andhra Pradesh,Repalle,06-09-2020,No,Multi_city,Adventure,Bus,Credit_card,88373,6,Agra, Palais de Mahe                 ,9,4,2,No,Mobile Apps,No
1483,04-03-2022,600528,79,Male,Married,5,1,Government-sector,Andhra Pradesh,Tadipatri,01-04-2022,No,Multi_city,Business,Aeroplane,Cash,110586,8,Srinagar, The Grand Dragon Ladakh        ,9,2,2,No,Meta-Search Engines,No
2678,30-12-2020,657602,74,Female,Married,6,1,Government-sector,Andhra Pradesh,Jaggayyapeta,27-01-2021,No,One_way,Business,Bus,Credit_card,130120,10,Amritsar, Ananda in the Himalayas        ,10,4,2,Yes,Online Travel Agencies,No
2167,01-07-2021,822812,29,Male,Married,2,1,Students,Andhra Pradesh,Srikakulam,29-07-2021,Yes,Round_trip,Adventure,Bus,Cash,106462,10,Cochin, Acron Waterfront Resort        ,10,2,2,Yes,Meta-Search Engines,Yes
1916,11-09-2020,848524,55,Female,Married,3,1,IT,Andhra Pradesh,Adoni,09-10-2020,No,One_way,Adventure,Ship,Credit_card,70219,7,Goa, Rambagh Palace                 ,10,2,2,Yes,Travel Agents,Yes
2668,23-11-2021,751229,42,Female,Married,4,1,Arts,Andhra Pradesh,Chilakaluripet,21-12-2021,No,One_way,Adventure,Bus,Credit_card,147528,6,Mysore, The Oberoi Udaivilas           ,7,1,1,Yes,Meta-Search Engines,Yes
1333,31-05-2022,663764,27,Female,Married,4,0,IT,Andhra Pradesh,Peddapuram,28-06-2022,Yes,Round_trip,Business,Ship,Debit_card,110032,7,Coorg, The Oberoi Amarvilas           ,7,1,4,No,Meta-Search Engines,Yes
1834,03-01-2022,739834,64,Male,Married,2,0,Government-sector,Andhra Pradesh,Kakinada,31-01-2022,No,Round_trip,Business,Ship,Cash,148630,6,Varanasi, Taj Nadesar Palace             ,6,3,2,Yes,Meta-Search Engines,No
2548,27-08-2022,665756,66,Female,Married,3,1,Students,Andhra Pradesh,Repalle,24-09-2022,No,Round_trip,Adventure,Aeroplane,Debit_card,116667,6,Kanyakumari, Windermere Estate              ,7,2,2,Yes,Hotel Websites,No
1988,10-02-2023,754477,28,Female,Married,4,1,IT,Andhra Pradesh,Amalapuram,10-03-2023,No,One_way,Adventure,Bus,Credit_card,72457,7,Coorg, Savoy - IHCL SeleQtions        ,6,1,1,No,Travel Agents,No
2109,19-05-2020,679317,57,Female,Married,6,0,IT,Andhra Pradesh,Narasapuram,16-06-2020,No,Round_trip,Adventure,Aeroplane,Cash,140646,10,Shimla, Mayfair Darjeeling             ,10,4,1,No,Hotel Websites,Yes
2051,11-05-2020,813915,31,Female,Married,3,1,IT,Andhra Pradesh,Gudur,08-06-2020,No,One_way,Business,Ship,Cash,144725,8,Ooty, Suryagarh                      ,8,2,4,Yes,Hotel Websites,Yes
2867,23-07-2020,778919,75,Female,Married,6,0,Students,Andhra Pradesh,Anantapur,20-08-2020,No,One_way,Education,Ship,Credit_card,91254,6,Kanyakumari, Lake Palace Resort             ,9,4,4,No,Mobile Apps,No
2956,29-12-2022,783042,45,Female,Married,6,1,Arts,Andhra Pradesh,Rajahmundry,26-01-2023,Yes,Multi_city,Adventure,Bus,Credit_card,121004,6,Mysore, The Himalayan                  ,7,2,4,Yes,Mobile Apps,No
1576,06-01-2023,717859,31,Female,Married,3,0,Finance,Andhra Pradesh,Bhimavaram,03-02-2023,No,One_way,Religious,Bus,Debit_card,104609,10,Madurai, Palais de Mahe                 ,10,2,2,Yes,Meta-Search Engines,No
1927,07-08-2022,725374,71,Male,Married,6,1,Arts,Andhra Pradesh,Eluru,04-09-2022,Yes,Round_trip,Education,Ship,Cash,115454,9,Mysore, The Grand Dragon Ladakh        ,7,4,2,Yes,Travel Agents,Yes
1234,11-08-2020,803158,61,Male,Married,5,1,Arts,Andhra Pradesh,Tenkasi,08-09-2020,No,Multi_city,Adventure,Ship,Cash,122025,10,Mahabalipuram, Ananda in the Himalayas        ,6,3,3,No,Travel Agents,No
2232,09-05-2021,712405,37,Female,Married,4,1,IT,Andhra Pradesh,Rayachoti,06-06-2021,No,One_way,Business,Aeroplane,Debit_card,103297,7,Shimla, Acron Waterfront Resort        ,6,3,2,Yes,Travel Agents,No
1851,15-04-2023,791003,33,Male,Married,4,1,Government-sector,Andhra Pradesh,Kovvur,13-05-2023,Yes,Multi_city,Leisure,Ship,Cash,105316,7,Srinagar, Rambagh Palace                 ,7,4,4,No,Meta-Search Engines,No
2412,18-11-2020,884454,39,Female,Married,3,1,Arts,Andhra Pradesh,Bhimavaram,16-12-2020,No,One_way,Education,Ship,Credit_card,136229,8,Agra, The Oberoi Udaivilas           ,9,4,2,Yes,Online Travel Agencies,No
1531,07-08-2022,757121,71,Male,Married,1,0,Students,Andhra Pradesh,Tenali,04-09-2022,Yes,Multi_city,Education,Aeroplane,Debit_card,79859,6,Cochin, The Oberoi Amarvilas           ,7,3,2,No,Travel Agents,Yes
1712,11-10-2020,828837,53,Female,Married,3,0,Students,Andhra Pradesh,Tadipatri,08-11-2020,No,Multi_city,Adventure,Aeroplane,Debit_card,102502,9,Cochin, Taj Nadesar Palace             ,10,3,3,Yes,Hotel Websites,Yes
2122,11-09-2021,620255,60,Female,Married,5,1,IT,Andhra Pradesh,Kadapa,09-10-2021,Yes,Round_trip,Business,Ship,Credit_card,94403,10,Goa, Windermere Estate              ,10,2,2,Yes,Mobile Apps,No
2221,03-05-2023,621144,46,Female,Married,4,1,Finance,Andhra Pradesh,Renigunta,31-05-2023,No,One_way,Business,Bus,Credit_card,88995,9,Amritsar, Savoy - IHCL SeleQtions        ,6,1,2,No,Online Travel Agencies,Yes
2228,09-05-2023,828745,52,Male,Married,5,1,Arts,Andhra Pradesh,Tadipatri,06-06-2023,No,Multi_city,Adventure,Bus,Debit_card,98813,6,Agra, Mayfair Darjeeling             ,9,4,3,No,Hotel Websites,No
1605,07-01-2022,603198,61,Male,Married,4,1,Arts,Andhra Pradesh,Narasaraopet,04-02-2022,Yes,Round_trip,Adventure,Aeroplane,Cash,134087,7,Mahabalipuram, Suryagarh                      ,9,1,3,Yes,Hotel Websites,Yes
1174,05-03-2023,745505,85,Male,Married,6,1,Finance,Andhra Pradesh,Gudivada,02-04-2023,No,Round_trip,Leisure,Bus,Debit_card,93154,7,Varanasi, Lake Palace Resort             ,7,2,2,Yes,Online Travel Agencies,No
2402,02-04-2022,837471,81,Male,Married,3,1,Finance,Andhra Pradesh,Kurnool,30-04-2022,Yes,Round_trip,Religious,Bus,Debit_card,82902,9,Madurai, The Himalayan                  ,6,1,2,No,Meta-Search Engines,Yes
1537,08-12-2020,866305,27,Male,Married,1,1,Finance,Andhra Pradesh,Rajahmundry,05-01-2021,Yes,One_way,Religious,Bus,Cash,140334,6,Amritsar, Palais de Mahe                 ,7,3,3,Yes,Online Travel Agencies,Yes
1534,09-10-2020,705888,74,Male,Married,5,0,Students,Andhra Pradesh,Peddapuram,06-11-2020,Yes,Round_trip,Adventure,Aeroplane,Cash,113904,10,Cochin, The Grand Dragon Ladakh        ,8,4,3,Yes,Online Travel Agencies,No
2090,05-04-2023,761770,70,Male,Married,2,0,IT,Andhra Pradesh,Tadepalligudem,03-05-2023,Yes,Round_trip,Business,Aeroplane,Debit_card,74006,8,Coorg, Ananda in the Himalayas        ,9,2,1,No,Meta-Search Engines,No
2464,25-09-2021,601523,56,Male,Married,5,1,Arts,Andhra Pradesh,Rayachoti,23-10-2021,No,One_way,Adventure,Bus,Debit_card,126983,10,Mysore, Acron Waterfront Resort        ,8,3,1,No,Online Travel Agencies,No
1249,15-12-2022,644038,77,Female,Married,1,1,IT,Andhra Pradesh,Gudivada,12-01-2023,No,Multi_city,Adventure,Aeroplane,Debit_card,149845,10,Shimla, Rambagh Palace                 ,10,4,1,Yes,Meta-Search Engines,Yes
2476,30-12-2022,771330,69,Female,Married,2,1,IT,Andhra Pradesh,Tuni,27-01-2023,No,Multi_city,Adventure,Ship,Cash,128604,9,Shimla, The Oberoi Udaivilas           ,8,4,4,Yes,Meta-Search Engines,Yes
1676,24-03-2021,752762,28,Female,Married,2,1,IT,Andhra Pradesh,Eluru,21-04-2021,Yes,Multi_city,Business,Aeroplane,Debit_card,106019,6,Shimla, The Oberoi Amarvilas           ,8,4,2,No,Online Travel Agencies,No
2557,29-10-2020,837151,61,Female,Married,2,0,Government-sector,Andhra Pradesh,Nuzvid,26-11-2020,Yes,Round_trip,Leisure,Bus,Cash,90200,10,Varanasi, Taj Nadesar Palace             ,8,2,4,No,Meta-Search Engines,No
1905,08-11-2020,826099,51,Male,Married,3,1,Arts,Andhra Pradesh,Anantapur,06-12-2020,No,Round_trip,Adventure,Aeroplane,Debit_card,130700,9,Agra, Windermere Estate              ,7,1,3,Yes,Travel Agents,Yes
2955,07-05-2023,828067,68,Male,Married,4,1,Students,Andhra Pradesh,Kovvur,04-06-2023,Yes,Round_trip,Education,Bus,Debit_card,88282,9,Kanyakumari, Savoy - IHCL SeleQtions        ,10,2,3,No,Hotel Websites,Yes
1167,16-06-2020,633703,60,Female,Married,2,0,Finance,Andhra Pradesh,Peddapuram,14-07-2020,No,Multi_city,Leisure,Aeroplane,Credit_card,91429,7,Amritsar, Mayfair Darjeeling             ,6,1,4,No,Online Travel Agencies,Yes
2174,09-04-2021,677798,37,Male,Married,5,1,Arts,Andhra Pradesh,Machilipatnam,07-05-2021,Yes,One_way,Education,Aeroplane,Debit_card,96022,7,Mahabalipuram, Suryagarh                      ,7,1,4,Yes,Mobile Apps,No
1260,09-12-2021,746893,27,Male,Married,5,0,Finance,Andhra Pradesh,Visakhapatnam,06-01-2022,Yes,Round_trip,Leisure,Bus,Debit_card,74763,9,Varanasi, Lake Palace Resort             ,7,3,1,Yes,Online Travel Agencies,No
2186,13-10-2022,841936,65,Male,Married,1,0,Finance,Andhra Pradesh,Chirala,10-11-2022,No,Round_trip,Leisure,Aeroplane,Credit_card,118518,8,Madurai, The Himalayan                  ,7,1,4,No,Travel Agents,No
1010,27-06-2020,878497,81,Female,Married,3,0,Students,Andhra Pradesh,Srikakulam,25-07-2020,Yes,Round_trip,Education,Aeroplane,Credit_card,142586,10,Mysore, Palais de Mahe                 ,7,1,4,Yes,Mobile Apps,Yes
2560,23-09-2020,866722,36,Female,Married,2,1,IT,Andhra Pradesh,Kovvur,21-10-2020,Yes,Round_trip,Business,Bus,Debit_card,142886,10,Goa, The Grand Dragon Ladakh        ,6,2,3,No,Meta-Search Engines,Yes
2234,07-03-2022,860392,71,Female,Married,4,0,Finance,Andhra Pradesh,Renigunta,04-04-2022,No,One_way,Religious,Bus,Debit_card,102166,9,Varanasi, Ananda in the Himalayas        ,9,1,2,No,Travel Agents,Yes
1312,25-12-2020,734005,60,Female,Married,4,0,Arts,Andhra Pradesh,Adoni,22-01-2021,No,Round_trip,Education,Aeroplane,Credit_card,88413,6,Agra, Acron Waterfront Resort        ,7,2,2,Yes,Hotel Websites,No
1733,28-09-2021,876422,62,Male,Married,3,1,Students,Andhra Pradesh,Bheemunipatnam.,26-10-2021,Yes,Multi_city,Education,Bus,Debit_card,79575,8,Kanyakumari, Rambagh Palace                 ,9,2,1,No,Hotel Websites,No
1617,21-06-2022,747793,63,Male,Married,1,0,Government-sector,Andhra Pradesh,Tadepalligudem,19-07-2022,No,Round_trip,Business,Bus,Cash,92060,9,Varanasi, The Oberoi Udaivilas           ,10,3,3,Yes,Travel Agents,No
1225,02-10-2020,856141,45,Male,Married,3,0,IT,Andhra Pradesh,Tenali,30-10-2020,No,Round_trip,Business,Bus,Cash,80839,9,Shimla, The Oberoi Amarvilas           ,7,2,3,No,Mobile Apps,Yes
1517,22-05-2023,856098,70,Male,Married,1,1,Government-sector,Andhra Pradesh,Kadapa,19-06-2023,Yes,Round_trip,Leisure,Bus,Debit_card,127191,7,Varanasi, Taj Nadesar Palace             ,6,2,1,No,Travel Agents,Yes
2512,10-10-2020,779808,79,Female,Married,3,0,IT,Andhra Pradesh,Kurnool,07-11-2020,Yes,One_way,Business,Aeroplane,Cash,77953,6,Coorg, Windermere Estate              ,9,1,3,No,Online Travel Agencies,No
1814,30-12-2021,720922,69,Female,Married,6,0,Arts,Andhra Pradesh,Tirupati,27-01-2022,Yes,Multi_city,Adventure,Bus,Debit_card,143579,10,Agra, Savoy - IHCL SeleQtions        ,8,3,4,No,Mobile Apps,Yes
1574,19-08-2022,863435,66,Female,Married,3,1,Arts,Andhra Pradesh,Chittoor,16-09-2022,No,Round_trip,Education,Ship,Credit_card,81296,6,Mahabalipuram, Mayfair Darjeeling             ,6,2,3,Yes,Travel Agents,Yes
1913,14-09-2021,618423,69,Female,Married,1,0,Government-sector,Andhra Pradesh,Srikakulam,12-10-2021,No,One_way,Business,Aeroplane,Credit_card,132478,9,Varanasi, Suryagarh                      ,8,3,4,Yes,Travel Agents,No
1396,26-02-2022,703656,33,Female,Married,4,1,IT,Andhra Pradesh,Tirupati,26-03-2022,No,One_way,Business,Bus,Debit_card,72940,10,Ooty, Lake Palace Resort             ,10,4,4,No,Travel Agents,Yes
1479,30-07-2020,723611,85,Male,Married,5,0,Students,Andhra Pradesh,Narasapuram,27-08-2020,Yes,One_way,Adventure,Ship,Debit_card,101602,9,Kanyakumari, The Himalayan                  ,7,1,4,No,Hotel Websites,No
1249,07-03-2023,684862,29,Male,Married,4,1,Arts,Andhra Pradesh,Repalle,04-04-2023,Yes,One_way,Adventure,Ship,Credit_card,120005,9,Agra, Palais de Mahe                 ,9,1,2,No,Online Travel Agencies,Yes
1163,26-09-2020,795616,44,Male,Married,2,0,Students,Andhra Pradesh,Markapur,24-10-2020,Yes,Round_trip,Education,Aeroplane,Credit_card,121033,9,Cochin, The Grand Dragon Ladakh        ,10,3,4,Yes,Hotel Websites,No
1367,04-04-2022,877203,85,Male,Married,4,0,Students,Andhra Pradesh,Tenali,02-05-2022,Yes,Multi_city,Education,Aeroplane,Cash,72288,9,Kanyakumari, Ananda in the Himalayas        ,8,1,3,No,Meta-Search Engines,No
1378,03-05-2020,624839,43,Male,Married,1,0,Government-sector,Andhra Pradesh,Madanapalle,31-05-2020,Yes,One_way,Business,Bus,Cash,71721,9,Varanasi, Acron Waterfront Resort        ,6,4,2,Yes,Mobile Apps,No
2516,17-04-2023,864906,77,Female,Married,3,1,Government-sector,Andhra Pradesh,Tirupati,15-05-2023,Yes,One_way,Leisure,Aeroplane,Cash,95964,9,Amritsar, Rambagh Palace                 ,9,3,1,No,Mobile Apps,No
1947,25-02-2021,789930,76,Male,Married,2,0,Arts,Andhra Pradesh,Nellore,25-03-2021,No,Round_trip,Adventure,Ship,Cash,102778,10,Mysore, The Oberoi Udaivilas           ,6,3,1,No,Meta-Search Engines,No
1001,28-06-2020,624916,45,Female,Married,3,0,Finance,Andhra Pradesh,Kavali,26-07-2020,Yes,Round_trip,Business,Aeroplane,Cash,81696,9,Madurai, The Oberoi Amarvilas           ,9,2,2,Yes,Mobile Apps,No
2005,30-08-2020,893134,54,Female,Married,6,0,IT,Andhra Pradesh,Narasaraopet,27-09-2020,Yes,Multi_city,Adventure,Bus,Credit_card,125193,8,Coorg, Taj Nadesar Palace             ,10,2,2,No,Hotel Websites,No
2221,05-04-2021,667390,30,Female,Married,5,1,Arts,Andhra Pradesh,Gudur,03-05-2021,No,Round_trip,Adventure,Aeroplane,Debit_card,126334,7,Mysore, Windermere Estate              ,10,4,3,Yes,Meta-Search Engines,Yes
1424,22-08-2022,779567,63,Male,Married,1,1,IT,Andhra Pradesh,Pithapuram,19-09-2022,Yes,One_way,Adventure,Ship,Credit_card,123343,8,Coorg, Savoy - IHCL Sele,6,4,2,Yes,Mobile Apps,No
2957,25-06-2020,659566,33,Male,Married,4,0,Arts,Andhra Pradesh,Jaggayyapeta,23-07-2020,No,One_way,Education,Bus,Debit_card,130279,7,Mysore, Mayfair Darjeeling             ,7,1,3,Yes,Travel Agents,Yes
2778,12-04-2021,881212,62,Male,Married,1,0,Students,Andhra Pradesh,Dharmavaram,10-05-2021,No,One_way,Education,Aeroplane,Debit_card,139110,6,Kanyakumari, Suryagarh                      ,10,1,4,No,Hotel Websites,Yes
2286,29-10-2022,864466,63,Female,Married,1,0,Government-sector,Andhra Pradesh,Renigunta,26-11-2022,Yes,One_way,Business,Ship,Cash,87064,8,Amritsar, Lake Palace Resort             ,10,1,3,No,Hotel Websites,Yes
